frame_idx,timestamp_sec,torchere,class_name,confidence,qualite,x1,y1,x2,y2,dark_ratio,flame_ratio,smoke_ratio,mean_intensity,classif_source
1,0.033,Torchere A,Light-Flare,0.4898,inactive,159,266,181,288,0.0,0.676,0.0,0.885,hsv
2,0.067,Torchere A,Light-Flare,0.5615,inactive,159,265,181,290,0.0,0.702,0.0,0.889,hsv
3,0.100,Torchere A,Light-Flare,0.7577,inactive,159,265,182,291,0.0,0.704,0.0,0.889,hsv
4,0.133,Torchere A,Light-Flare,0.7011,inactive,159,266,182,290,0.0,0.678,0.0,0.893,hsv
5,0.167,Torchere A,Light-Flare,0.7470,bonne,159,265,183,291,0.0,0.718,0.0,0.888,hsv
6,0.200,Torchere A,Light-Flare,0.7802,bonne,160,266,182,290,0.0,0.682,0.0,0.897,hsv
7,0.233,Torchere A,Light-Flare,0.7627,bonne,160,266,182,290,0.0,0.703,0.0,0.897,hsv
8,0.267,Torchere A,Light-Flare,0.7906,bonne,160,266,182,290,0.0,0.712,0.0,0.897,hsv
9,0.300,Torchere A,Light-Flare,0.7904,bonne,161,266,182,290,0.0,0.7,0.0,0.896,hsv
10,0.333,Torchere A,Light-Flare,0.7625,bonne,161,266,182,290,0.0,0.694,0.0,0.896,hsv
11,0.367,Torchere A,Light-Flare,0.7999,bonne,161,267,182,290,0.0,0.683,0.0,0.891,hsv
12,0.400,Torchere A,Light-Flare,0.7789,bonne,161,267,183,290,0.0,0.69,0.0,0.887,hsv
13,0.433,Torchere A,Light-Flare,0.7597,bonne,161,266,183,290,0.0,0.695,0.0,0.879,hsv
14,0.467,Torchere A,Light-Flare,0.6934,bonne,161,266,183,290,0.0,0.697,0.0,0.876,hsv
15,0.500,Torchere A,Light-Flare,0.6657,bonne,162,265,184,289,0.0,0.723,0.002,0.868,hsv
16,0.533,Torchere A,Light-Flare,0.6487,bonne,162,266,184,290,0.0,0.725,0.0,0.869,hsv
17,0.567,Torchere A,Light-Flare,0.6824,bonne,163,266,184,290,0.0,0.718,0.0,0.872,hsv
18,0.600,Torchere A,Light-Flare,0.7224,bonne,163,268,182,290,0.0,0.646,0.0,0.884,hsv
19,0.633,Torchere A,Light-Flare,0.7375,bonne,162,268,182,290,0.0,0.657,0.0,0.889,hsv
20,0.667,Torchere A,Light-Flare,0.7457,bonne,162,268,183,291,0.0,0.65,0.0,0.889,hsv
21,0.700,Torchere A,Light-Flare,0.7931,bonne,163,268,183,291,0.0,0.609,0.0,0.894,hsv
22,0.733,Torchere A,Light-Flare,0.7600,bonne,162,267,183,291,0.0,0.621,0.0,0.897,hsv
23,0.767,Torchere A,Light-Flare,0.7637,bonne,162,267,184,292,0.0,0.636,0.0,0.898,hsv
24,0.800,Torchere A,Light-Flare,0.7596,bonne,162,267,184,293,0.0,0.647,0.0,0.901,hsv
25,0.833,Torchere A,Light-Flare,0.7580,bonne,162,267,184,293,0.0,0.615,0.0,0.901,hsv
26,0.867,Torchere A,Light-Flare,0.7620,bonne,162,266,185,293,0.0,0.643,0.0,0.901,hsv
27,0.900,Torchere A,Light-Flare,0.7604,bonne,163,266,184,293,0.0,0.608,0.0,0.902,hsv
28,0.933,Torchere A,Light-Flare,0.7568,bonne,163,266,184,293,0.0,0.623,0.0,0.903,hsv
29,0.967,Torchere A,Light-Flare,0.7644,bonne,163,266,185,293,0.0,0.643,0.0,0.902,hsv
30,1.000,Torchere A,Light-Flare,0.7489,bonne,163,266,185,293,0.0,0.652,0.0,0.899,hsv
31,1.033,Torchere A,Light-Flare,0.7760,bonne,164,266,185,292,0.0,0.628,0.0,0.898,hsv
32,1.067,Torchere A,Light-Flare,0.7268,bonne,164,266,184,292,0.0,0.662,0.0,0.893,hsv
33,1.100,Torchere A,Light-Flare,0.7017,bonne,164,266,184,291,0.0,0.662,0.0,0.883,hsv
34,1.133,Torchere A,Light-Flare,0.6201,bonne,165,265,184,292,0.0,0.651,0.0,0.875,hsv
35,1.167,Torchere A,Light-Flare,0.6639,bonne,165,266,184,293,0.0,0.647,0.0,0.869,hsv
36,1.200,Torchere A,Light-Flare,0.6416,bonne,165,266,184,293,0.0,0.647,0.0,0.86,hsv
37,1.233,Torchere A,Light-Flare,0.6738,bonne,165,266,184,294,0.0,0.641,0.0,0.857,hsv
38,1.267,Torchere A,Light-Flare,0.6699,bonne,165,266,185,295,0.0,0.681,0.0,0.846,hsv
39,1.300,Torchere A,Light-Flare,0.4951,bonne,164,267,185,295,0.0,0.697,0.0,0.852,hsv
40,1.333,Torchere A,Light-Flare,0.6573,bonne,163,267,185,296,0.0,0.734,0.0,0.853,hsv
41,1.367,Torchere A,Light-Flare,0.6140,bonne,162,267,185,296,0.0,0.736,0.0,0.857,hsv
42,1.400,Torchere A,Light-Flare,0.6352,bonne,163,268,185,296,0.0,0.719,0.0,0.871,hsv
43,1.433,Torchere A,Light-Flare,0.5926,bonne,163,269,185,295,0.0,0.692,0.0,0.878,hsv
44,1.467,Torchere A,Light-Flare,0.6569,bonne,163,271,185,295,0.0,0.659,0.0,0.888,hsv
45,1.500,Torchere A,Light-Flare,0.6749,bonne,163,271,186,296,0.0,0.666,0.0,0.888,hsv
46,1.533,Torchere A,Light-Flare,0.6771,bonne,163,271,186,296,0.0,0.663,0.0,0.893,hsv
47,1.567,Torchere A,Light-Flare,0.7206,bonne,164,271,186,295,0.0,0.633,0.0,0.899,hsv
48,1.600,Torchere A,Light-Flare,0.7398,bonne,163,271,186,296,0.0,0.654,0.0,0.899,hsv
49,1.633,Torchere A,Light-Flare,0.7378,bonne,162,271,186,296,0.0,0.663,0.0,0.898,hsv
50,1.667,Torchere A,Light-Flare,0.7446,bonne,162,271,186,296,0.0,0.665,0.0,0.897,hsv
51,1.700,Torchere A,Light-Flare,0.6909,bonne,161,271,185,295,0.0,0.641,0.0,0.898,hsv
52,1.733,Torchere A,Light-Flare,0.7153,bonne,162,271,186,295,0.0,0.658,0.0,0.898,hsv
53,1.767,Torchere A,Light-Flare,0.7838,bonne,161,271,186,295,0.0,0.672,0.0,0.895,hsv
54,1.800,Torchere A,Light-Flare,0.7760,bonne,161,270,186,295,0.0,0.678,0.0,0.893,hsv
55,1.833,Torchere A,Light-Flare,0.7673,bonne,161,270,186,295,0.0,0.68,0.0,0.89,hsv
56,1.867,Torchere A,Light-Flare,0.7822,bonne,161,270,187,296,0.0,0.694,0.0,0.888,hsv
57,1.900,Torchere A,Light-Flare,0.7564,bonne,161,270,187,296,0.0,0.694,0.0,0.885,hsv
58,1.933,Torchere A,Light-Flare,0.7480,bonne,161,270,187,297,0.0,0.702,0.0,0.883,hsv
